Kyle Bartley,West Bromwich Albion,ENG,DF,29,30,28,2584,3,1,809,77.9,0,0,0.07,0.01,4,0
Conor Gallagher,West Bromwich Albion,ENG,MF,20,30,28,2531,2,2,954,77.8,0,0,0.06,0.06,11,0
Conor Townsend,West Bromwich Albion,ENG,DF,27,25,25,2234,0,2,1176,74.9,0,0,0.04,0.09,0,0
Dara O'Shea,West Bromwich Albion,IRL,DF,21,28,25,2102,0,0,857,66.0,0,0,0.01,0.01,3,0
Matt Phillips,West Bromwich Albion,SCO,MF,29,33,20,1828,2,1,567,69.3,0,0,0.12,0.15,1,0
Callum Robinson,West Bromwich Albion,IRL,"FW,MF",25,28,20,1560,5,0,450,70.9,0,0,0.18,0.05,0,0
Romaine Sawyers,West Bromwich Albion,SKN,MF,28,19,17,1487,0,0,712,85.0,0,0,0.01,0.02,2,0
Okay Yokuşlu,West Bromwich Albion,TUR,MF,26,16,15,1317,0,1,530,83.2,0,0,0.06,0.04,4,0
Jake Livermore,West Bromwich Albion,ENG,MF,30,18,15,1242,0,0,381,74.3,0,0,0.02,0.02,2,1
Grady Diangana,West Bromwich Albion,ENG,"MF,FW",22,20,15,1235,1,0,351,72.9,0,0,0.09,0.01,0,0
Ainsley Maitland-Niles,West Bromwich Albion,ENG,MF,22,15,14,1230,0,0,402,76.4,0,0,0.05,0.05,2,0
Mbaye Diagne,West Bromwich Albion,SEN,FW,28,16,14,1189,3,2,230,70.4,0,0,0.38,0.13,2,0
Karlan Grant,West Bromwich Albion,ENG,"FW,MF",22,21,14,1127,1,0,228,73.2,0,0,0.17,0.0,1,0
Kieran Gibbs,West Bromwich Albion,ENG,DF,30,10,9,809,0,0,309,72.2,0,0,0.01,0.03,1,1
Branislav Ivanović,West Bromwich Albion,SRB,DF,36,13,8,767,0,0,311,85.2,0,0,0.06,0.01,2,0
Robert Snodgrass,West Bromwich Albion,SCO,"MF,FW",32,8,6,526,0,0,133,78.9,0,0,0.03,0.06,2,0
Filip Krovinović,West Bromwich Albion,CRO,MF,24,11,5,546,0,0,365,84.4,0,0,0.04,0.05,0,0
Lee Peltier,West Bromwich Albion,ENG,DF,33,4,3,229,0,0,76,63.2,0,0,0.0,0.0,1,0
Hal Robson-Kanu,West Bromwich Albion,WAL,FW,31,19,2,561,2,0,86,74.4,0,0,0.24,0.06,2,0
Kamil Grosicki,West Bromwich Albion,POL,"FW,MF",32,3,2,148,0,1,49,65.3,0,0,0.06,0.07,0,0
Kyle Edwards,West Bromwich Albion,ENG,"MF,FW",22,5,1,118,0,0,35,85.7,0,0,0.11,0.0,0,0
David Button,West Bromwich Albion,ENG,GK,31,1,1,90,0,0,37,43.2,0,0,0.0,0.0,0,0
Ahmed Hegazi,West Bromwich Albion,EGY,DF,29,1,1,90,0,0,52,71.2,0,0,0.0,0.0,0,0
Charlie Austin,West Bromwich Albion,ENG,FW,31,5,0,138,0,0,34,73.5,0,0,0.13,0.0,0,0
Sam Field,West Bromwich Albion,ENG,MF,22,3,0,62,0,0,23,65.2,0,0,0.0,0.0,0,0
Rekeem Harper,West Bromwich Albion,ENG,MF,20,2,0,32,0,0,16,81.3,0,0,0.12,0.0,0,0
Aaron Ramsdale,Sheffield United,ENG,GK,22,38,38,3420,0,0,1141,49.1,0,0,0.0,0.0,1,0
George Baldock,Sheffield United,ENG,DF,27,32,32,2787,0,2,1160,78.5,0,0,0.04,0.05,7,0
Chris Basham,Sheffield United,ENG,"DF,MF",32,31,31,2576,0,1,1105,81.4,0,0,0.03,0.03,5,0
Enda Stevens,Sheffield United,IRL,DF,30,30,30,2700,0,1,1427,77.5,0,0,0.04,0.05,6,0
John Egan,Sheffield United,IRL,DF,27,31,30,2629,0,1,1094,84.6,0,0,0.02,0.01,7,1
John Fleck,Sheffield United,SCO,MF,28,31,29,2575,0,2,1212,78.1,0,0,0.03,0.09,4,0
David McGoldrick,Sheffield United,IRL,"FW,MF",32,35,28,2397,8,1,938,74.5,0,0,0.26,0.05,7,0
Oliver Norwood,Sheffield United,NIR,MF,29,32,26,2220,0,0,1483,79.6,0,0,0.02,0.07,6,0
Ethan Ampadu,Sheffield United,WAL,"DF,MF",19,25,23,2089,0,0,1064,80.5,0,0,0.01,0.04,3,0
John Lundstram,Sheffield United,ENG,MF,26,28,23,2032,0,2,1041,81.0,0,1,0.09,0.05,8,1
Ben Osborn,Sheffield United,ENG,"MF,DF",25,24,17,1604,1,0,839,79.0,0,0,0.07,0.12,1,0
Oliver Burke,Sheffield United,SCO,FW,23,25,14,1269,1,1,262,70.6,0,0,0.17,0.13,2,0
Sander Berge,Sheffield United,NOR,MF,22,15,13,1120,1,1,464,81.9,1,1,0.1,0.1,4,0
Oliver McBurnie,Sheffield United,SCO,FW,24,23,12,1324,1,0,426,62.9,0,0,0.21,0.07,2,0
Rhian Brewster,Sheffield United,ENG,FW,20,27,12,1128,0,0,225,69.3,0,0,0.14,0.13,1,0
Jayden Bogle,Sheffield United,ENG,DF,20,16,12,1110,2,0,383,78.3,0,0,0.14,0.01,2,0
Kean Bryan,Sheffield United,ENG,DF,23,13,12,1004,1,0,443,72.9,0,0,0.04,0.03,1,0
Jack Robinson,Sheffield United,ENG,DF,26,11,9,877,0,1,439,80.6,0,0,0.04,0.09,3,0
Billy Sharp,Sheffield United,ENG,FW,34,16,7,735,3,0,123,69.9,2,2,0.33,0.07,1,0
Max Lowe,Sheffield United,ENG,DF,23,8,7,550,0,0,223,65.0,0,0,0.01,0.03,1,0
Phil Jagielka,Sheffield United,ENG,DF,37,10,6,526,0,0,186,76.3,0,0,0.0,0.0,1,1
Daniel Jebbison,Sheffield United,ENG,FW,17,4,3,284,1,0,34,70.6,0,0,0.5,0.01,0,0
Lys Mousset,Sheffield United,FRA,"FW,MF",24,11,2,296,0,0,50,80.0,0,0,0.22,0.1,0,0
Jack O'Connell,Sheffield United,ENG,DF,26,2,2,180,0,0,77,77.9,0,0,0.0,0.0,0,0
Iliman Ndiaye,Sheffield United,FRA,MF,21,1,0,12,0,0,3,100.0,0,0,0.0,0.0,0,0
Antwoine Hackford,Sheffield United,ENG,"DF,FW",16,1,0,11,0,0,1,100.0,0,0,1.16,0.0,0,0
Femi Seriki,Sheffield United,ENG,DF,17,1,0,1,0,0,0,-1.0,0,0,0.0,0.0,0,0
